loan_id,payment_amount,payment_date,missed
11830,471,2009-09-19,0
11600,806,2011-10-25,1
11600,1066,2011-12-11,1
11600,579,2011-12-31,0
11600,832,2012-02-07,1
11600,615,2012-02-25,1
11600,822,2012-03-07,0
11600,900,2012-04-04,1
11600,797,2012-04-23,0
11600,872,2012-06-05,1
11179,1116,2001-07-05,0
11179,996,2001-08-10,0
11179,891,2001-09-16,1
11179,733,2001-11-02,0
11179,1018,2001-11-21,0
11179,910,2001-12-01,0
11179,955,2002-01-07,1
11179,650,2002-02-23,0
10189,2311,2004-08-31,0
10189,1408,2004-09-11,0
10189,1533,2004-10-11,1
10189,1417,2004-10-27,1
10189,1719,2004-11-11,0
10189,1668,2004-12-03,1
11033,1746,2013-09-29,0
11033,1655,2013-10-27,1
11033,1236,2013-12-15,1
11033,1747,2013-12-31,0
11033,1548,2014-01-16,1
11033,1494,2014-01-28,0
11492,809,2003-11-21,1
11492,1082,2003-12-31,1
11492,1462,2004-02-12,0
11492,1483,2004-02-22,0
11492,1255,2004-03-26,1
11492,1288,2004-04-30,0
11492,999,2004-05-24,0
11492,1272,2004-07-03,1
11492,766,2004-07-26,0
10949,1185,2008-01-07,1
10949,926,2008-02-15,1
10949,905,2008-03-26,0
10949,849,2008-04-21,1
10949,826,2008-06-04,1
11868,303,2007-10-26,0
11868,418,2007-11-23,1
11868,267,2008-01-05,1
11868,386,2008-02-18,1
11868,438,2008-03-18,1
11868,415,2008-03-28,1
11868,350,2008-05-16,1
11354,945,2005-03-25,0
11354,1104,2005-04-13,1
11354,764,2005-05-29,0
11354,899,2005-07-04,1
11354,693,2005-08-19,1
11354,1174,2005-09-09,1
10846,1374,2009-02-06,1
10846,1178,2009-03-17,1
10846,1348,2009-04-10,1
10846,1805,2009-04-28,1
10846,1489,2009-06-04,0
10846,1258,2009-07-05,0
10846,1201,2009-07-20,0
11647,1331,2000-03-01,0
11647,1528,2000-04-14,0
11647,1594,2000-05-13,0
11647,1427,2000-06-12,1
11647,1753,2000-07-24,0
11647,1189,2000-08-24,0
11647,2033,2000-09-03,0
11647,1111,2000-10-22,0
11521,76,2012-05-09,1
11521,65,2012-06-20,0
11521,68,2012-07-30,1
11521,84,2012-08-23,1
11521,106,2012-09-03,0
11521,116,2012-10-02,1
11521,67,2012-11-19,0
11521,107,2012-12-09,0
11400,1769,2011-01-06,1
11400,1032,2011-01-27,0
11400,1355,2011-02-22,0
11400,1621,2011-03-05,1
11400,1873,2011-03-18,1
10755,1062,2001-01-31,0
10755,811,2001-03-13,0
10755,1093,2001-04-10,0
10755,1000,2001-05-27,0
10755,1095,2001-06-27,1
10755,720,2001-07-09,1
10755,881,2001-07-21,1
10755,936,2001-08-14,0
11065,1193,2009-01-01,0
11065,1548,2009-02-06,0
11065,833,2009-02-22,1
11065,1506,2009-03-14,0
11065,1497,2009-04-24,1
11065,967,2009-05-24,0
11065,794,2009-06-04,0
11952,1505,2010-04-27,1
11952,1627,2010-05-26,0
11952,2692,2010-06-13,1
11952,1992,2010-06-25,1
11952,2292,2010-07-06,1
11952,1606,2010-08-23,1
11952,1687,2010-09-23,1
11699,979,2004-07-28,1
11699,967,2004-09-07,0
11699,1202,2004-09-17,0
11699,937,2004-09-29,1
11699,700,2004-11-04,1
11699,1245,2004-12-22,1
10192,1745,2001-06-07,1
10192,1526,2001-06-27,0
10192,1967,2001-07-14,1
10192,1561,2001-08-30,0
10192,1224,2001-10-17,1
10095,961,2014-09-05,1
10095,1487,2014-09-16,0
10095,1153,2014-11-01,0
10095,1546,2014-11-29,1
10095,1070,2014-12-17,0
10095,1552,2014-12-30,0
11033,1761,2009-02-27,0
11033,2765,2009-03-30,0
11033,2251,2009-05-07,1
11033,2431,2009-06-08,1
11033,1593,2009-07-03,1
11033,2267,2009-07-17,0
11033,1636,2009-08-28,0
11033,1734,2009-10-05,1
11167,1676,2003-06-08,0
11167,1807,2003-07-03,0
11167,1970,2003-08-06,1
11167,1185,2003-08-19,0
11167,1358,2003-09-17,0
11167,2255,2003-10-19,0
10772,2637,2007-01-31,1
10772,2272,2007-02-19,1
10772,1339,2007-03-04,1
10772,1951,2007-04-17,0
10772,2200,2007-06-04,1
10772,2115,2007-06-16,0
10772,1729,2007-07-01,1
10473,467,2010-01-27,1
10473,286,2010-02-09,0
10473,296,2010-03-13,1
10473,384,2010-04-02,1
10473,244,2010-05-15,0
10473,466,2010-06-25,0
10473,242,2010-07-15,0
11411,1242,2000-10-01,1
11411,1076,2000-10-12,1
11411,1787,2000-10-28,0
11411,1473,2000-11-18,1
11411,1329,2001-01-03,0
11411,1610,2001-02-05,1
11411,1342,2001-03-15,0
11411,1071,2001-04-25,0
10627,590,2009-08-24,1
10627,431,2009-09-15,1
10627,467,2009-10-20,0
10627,382,2009-11-28,1
10627,516,2010-01-14,1
11744,1114,2010-06-30,1
11744,829,2010-08-11,1
11744,1049,2010-09-18,0
11744,1010,2010-10-13,0
11744,844,2010-11-18,0
11744,851,2010-12-19,0
11744,914,2011-01-01,1
11744,972,2011-02-01,0
11969,749,2001-01-27,0
11969,1024,2001-02-10,0
11969,890,2001-02-20,1
11969,802,2001-03-07,0
11969,773,2001-03-20,1
11969,912,2001-04-15,1
11969,1022,2001-06-01,0
10535,241,2009-12-08,0
10535,286,2009-12-30,1
10535,270,2010-01-20,0
10535,212,2010-03-05,1
10535,197,2010-03-16,0
10535,187,2010-04-24,0
10535,247,2010-06-02,1
10535,278,2010-06-16,1
10535,180,2010-07-19,1
11914,2444,2003-03-30,1
11914,2563,2003-05-07,0
11914,2816,2003-06-04,0
11914,2617,2003-06-21,1
11914,2591,2003-07-21,1
11914,2063,2003-09-03,0
10708,270,2003-02-02,0
10708,367,2003-03-22,1
10708,347,2003-05-03,1
10708,276,2003-06-03,1
10708,332,2003-06-14,0
10708,353,2003-07-11,0
10708,199,2003-07-26,1
10708,377,2003-08-20,1
10708,238,2003-09-02,1
11531,1849,2013-02-09,0
11531,1838,2013-03-16,1
11531,1673,2013-04-03,0
11531,1115,2013-04-27,1
11531,1480,2013-05-09,1
11531,1619,2013-05-22,1
11531,1200,2013-06-13,0
11531,1083,2013-07-15,0
10987,706,2001-07-24,1
10987,520,2001-09-08,1
10987,737,2001-10-03,0
10987,894,2001-10-17,1
10987,816,2001-11-15,0
10987,840,2001-12-26,0
10987,685,2002-01-12,1
10785,1450,2013-12-04,1
10785,1940,2013-12-23,0
10785,1806,2014-01-20,0
10785,1534,2014-02-14,0
10785,1493,2014-03-03,1
10569,1811,2002-05-04,0
10569,1712,2002-06-07,0
10569,2000,2002-07-18,0
10569,1318,2002-08-23,1
10569,1586,2002-09-13,0
10569,2033,2002-10-23,0
10569,1348,2002-11-09,0
11547,235,2004-09-25,1
11547,219,2004-10-24,1
11547,242,2004-12-12,1
11547,285,2005-01-29,1
11547,207,2005-02-08,0
11547,293,2005-03-11,1
11547,169,2005-04-13,0
10143,1045,2014-05-10,1
10143,1383,2014-06-25,1
10143,979,2014-08-07,1
10143,1351,2014-09-15,1
10143,1153,2014-09-30,1
10004,2443,2003-11-03,0
10004,2463,2003-11-30,1
10004,1436,2003-12-17,1
10004,1512,2004-01-15,1
10004,1790,2004-02-04,0
10004,2269,2004-03-12,1
10522,1501,2006-08-21,0
10522,2655,2006-08-31,1
10522,1428,2006-10-05,0
10522,1560,2006-11-08,0
10522,2143,2006-11-27,0
11556,2458,2007-10-17,1
11556,1423,2007-10-31,1
11556,2565,2007-12-07,0
11556,1418,2008-01-11,0
11556,1900,2008-02-20,0
11556,1773,2008-03-26,0
11556,1659,2008-05-10,0
11556,1679,2008-05-29,1
10480,1316,2005-11-14,1
10480,1370,2005-11-24,1
10480,1745,2005-12-20,0
10480,1592,2006-01-03,0
10480,1855,2006-02-11,1
10480,1936,2006-03-15,1
10480,2130,2006-03-27,1
11300,1428,2005-12-10,0
11300,1178,2005-12-23,0
11300,1069,2006-01-11,0
11300,1661,2006-01-25,1
11300,1212,2006-02-27,0
11300,1133,2006-04-02,0
11300,1510,2006-04-12,1
11300,979,2006-05-28,1
11300,1250,2006-06-26,1
11171,815,2005-01-10,1
11171,1009,2005-01-31,0
11171,1127,2005-03-19,1
11171,725,2005-03-31,1
11171,796,2005-05-15,0
10412,1780,2011-05-10,0
10412,1589,2011-06-07,0
10412,901,2011-06-29,1
10412,915,2011-07-26,1
10412,1774,2011-08-30,1
10412,990,2011-09-16,1
11999,627,2001-02-21,1
11999,693,2001-03-31,1
11999,516,2001-05-08,1
11999,465,2001-06-11,1
11999,501,2001-06-23,1
11999,549,2001-07-27,0
11999,750,2001-09-08,0
11547,688,2009-12-23,0
11547,696,2010-02-03,1
11547,1004,2010-03-09,1
11547,987,2010-04-10,0
11547,580,2010-04-24,1
11547,987,2010-05-07,1
11753,607,2010-06-03,0
11753,389,2010-06-25,0
11753,607,2010-07-28,1
11753,407,2010-08-18,0
11753,345,2010-09-29,0
10883,2726,2013-01-27,0
10883,1662,2013-03-07,0
10883,2361,2013-04-18,0
10883,2032,2013-05-15,0
10883,2096,2013-06-11,0
10391,656,2006-03-03,1
10391,515,2006-04-19,0
10391,738,2006-05-16,0
10391,799,2006-06-06,0
10391,870,2006-07-19,0
10391,718,2006-08-01,0
10391,537,2006-09-18,1
10391,944,2006-10-01,0
10391,887,2006-11-15,0
11940,1450,2012-10-26,0
11940,1479,2012-12-13,0
11940,863,2013-01-28,0
11940,884,2013-02-08,0
11940,1287,2013-03-28,0
11441,1662,2013-08-03,1
11441,1088,2013-08-28,1
11441,1021,2013-10-12,0
11441,929,2013-11-22,0
11441,1188,2013-12-20,0
11441,1703,2014-01-22,0
11441,1486,2014-02-24,0
11441,1035,2014-04-07,0
11441,1127,2014-05-25,0
10998,104,2002-11-14,1
10998,84,2002-12-29,1
10998,149,2003-01-08,0
10998,86,2003-02-17,0
10998,122,2003-03-14,0
10998,110,2003-03-25,1
10998,150,2003-05-12,1
10998,129,2003-05-25,1
10998,119,2003-06-21,1
10219,97,2006-09-09,1
10219,97,2006-10-25,0
10219,116,2006-11-20,1
10219,89,2006-12-23,0
10219,78,2007-01-11,0
10219,87,2007-01-31,0
10219,85,2007-02-27,0
10219,64,2007-04-08,1
10219,90,2007-05-20,1
10967,2243,2006-04-13,1
10967,2443,2006-06-01,0
10967,2521,2006-06-13,1
10967,2141,2006-07-19,0
10967,2623,2006-08-10,1
10967,1499,2006-08-24,0
10967,1757,2006-09-21,1
10967,2049,2006-10-18,0
11887,897,2009-03-26,1
11887,1334,2009-04-08,0
11887,1171,2009-05-02,1
11887,1013,2009-05-22,0
11887,1560,2009-06-10,1
11887,1055,2009-06-27,0
11887,843,2009-07-13,0
11887,1113,2009-08-24,0
11388,580,2004-09-11,0
11388,884,2004-09-29,0
11388,600,2004-11-08,0
11388,947,2004-12-18,1
11388,592,2005-01-17,1
11388,839,2005-01-30,0
11700,321,2007-06-21,0
11700,295,2007-07-31,0
11700,212,2007-09-02,0
11700,296,2007-09-12,0
11700,328,2007-09-26,1
11700,213,2007-10-17,0
11248,98,2005-09-01,0
11248,77,2005-10-10,1
11248,80,2005-11-25,1
11248,121,2005-12-26,1
11248,95,2006-01-12,0
11248,87,2006-02-23,0
11553,734,2009-09-17,1
11553,634,2009-10-30,0
11553,538,2009-12-18,0
11553,601,2010-01-20,0
11553,734,2010-02-20,1
11553,700,2010-04-06,1
11703,1591,2012-09-08,0
11703,1110,2012-10-22,1
11703,1711,2012-11-10,0
11703,1722,2012-12-18,1
11703,1181,2013-01-26,0
11703,1124,2013-02-19,0
11703,1619,2013-03-04,1
11703,1093,2013-04-19,1
10961,2280,2000-11-24,1
10961,2519,2000-12-16,1
10961,2469,2000-12-26,1
10961,2552,2001-02-10,1
10961,2536,2001-03-14,0
10961,1683,2001-04-11,0
11767,2467,2008-01-23,0
11767,2071,2008-02-04,1
11767,1985,2008-03-23,1
11767,1374,2008-04-19,1
11767,1991,2008-05-03,0
11767,1342,2008-06-14,0
11767,2543,2008-07-04,0
11767,1594,2008-07-20,0
11440,201,2014-04-18,0
11440,276,2014-06-04,0
11440,216,2014-06-28,1
11440,181,2014-07-21,1
11440,213,2014-08-21,0
11440,221,2014-09-19,1
11440,162,2014-10-09,0
10788,170,2009-09-21,0
10788,276,2009-10-27,1
10788,246,2009-12-10,0
10788,170,2010-01-27,1
10788,261,2010-03-11,1
10788,266,2010-03-30,0
10788,257,2010-05-04,0
10788,211,2010-06-13,0
11865,1672,2008-11-02,0
11865,1065,2008-12-16,1
11865,1936,2009-02-01,0
11865,1812,2009-03-07,0
11865,1222,2009-03-27,0
11865,1364,2009-05-10,0
11865,1608,2009-06-17,0
11865,2067,2009-07-10,1
11865,1787,2009-08-14,1
11780,980,2001-11-28,0
11780,1250,2002-01-02,0
11780,1399,2002-02-02,0
11780,1212,2002-03-09,0
11780,937,2002-03-20,0
11780,1165,2002-05-03,0
11780,1434,2002-06-18,0
11780,1037,2002-07-27,0
10568,1989,2012-12-05,1
10568,1862,2012-12-16,1
10568,1710,2013-01-30,1
10568,2224,2013-03-07,0
10568,2082,2013-03-30,1
10568,1285,2013-04-12,1
10568,2102,2013-05-11,1
10568,1722,2013-06-26,0
10568,1761,2013-07-19,0
10120,1411,2006-01-31,0
10120,979,2006-03-04,1
10120,1663,2006-04-06,1
10120,1703,2006-05-03,0
10120,1485,2006-06-19,1
10120,1115,2006-06-30,0
10449,1363,2010-07-02,0
10449,1205,2010-07-15,1
10449,1546,2010-08-31,1
10449,1417,2010-09-16,1
10449,1427,2010-09-30,0
10435,213,2003-02-25,0
10435,198,2003-03-25,1
10435,180,2003-04-21,0
10435,115,2003-05-27,1
10435,140,2003-06-19,0
10435,163,2003-07-29,0
10435,139,2003-09-13,1
10622,1499,2004-10-26,1
10622,1901,2004-11-29,0
10622,1905,2004-12-26,0
10622,1895,2005-01-05,0
10622,1969,2005-01-26,0
10622,1636,2005-03-08,0
10622,1580,2005-04-14,0
10784,900,2004-03-06,1
10784,778,2004-03-21,0
10784,520,2004-04-23,0
10784,664,2004-06-06,1
10784,605,2004-06-25,0
10784,789,2004-08-12,1
10784,511,2004-09-21,1
10609,1488,2011-01-12,0
10609,1860,2011-01-24,0
10609,2051,2011-02-18,1
10609,2172,2011-03-04,0
10609,2134,2011-03-27,1
10418,2372,2010-08-01,0
10418,1661,2010-08-19,1
10418,1532,2010-09-25,1
10418,1485,2010-10-10,0
10418,1629,2010-11-26,1
10418,1386,2011-01-07,0
10418,2254,2011-02-24,1
11681,71,2006-12-14,1
11681,85,2007-01-17,1
11681,95,2007-02-15,1
11681,58,2007-03-29,0
11681,80,2007-04-23,1
11681,80,2007-05-17,0
11681,90,2007-06-28,0
11681,72,2007-07-31,0
11979,2103,2010-11-07,1
11979,2667,2010-11-27,0
11979,2151,2010-12-08,1
11979,2416,2011-01-12,1
11979,1999,2011-03-02,1
11979,1422,2011-03-31,0
11979,1910,2011-05-17,1
11472,1172,2001-03-04,0
11472,1246,2001-03-15,1
11472,1282,2001-04-21,1
11472,831,2001-05-12,0
11472,1069,2001-06-19,1
11472,853,2001-07-21,1
11472,1221,2001-08-28,1
11472,1189,2001-10-01,1
10524,1064,2011-07-12,1
10524,803,2011-08-02,1
10524,947,2011-09-13,1
10524,962,2011-10-04,1
10524,1120,2011-11-14,0
10524,907,2011-12-24,1
10192,571,2003-11-21,0
10192,540,2003-12-06,1
10192,677,2004-01-06,1
10192,855,2004-02-22,1
10192,804,2004-03-05,1
10192,820,2004-04-11,0
11557,1503,2010-07-02,0
11557,1257,2010-07-12,0
11557,1438,2010-08-11,1
11557,1262,2010-08-21,0
11557,1517,2010-09-01,1
11557,1648,2010-09-17,1
11557,1053,2010-09-28,1
11557,1576,2010-11-04,0
11888,527,2013-11-30,0
11888,567,2013-12-11,1
11888,703,2014-01-21,1
11888,731,2014-03-03,1
11888,477,2014-04-11,0
11888,836,2014-05-02,1
11888,791,2014-06-05,0
11888,676,2014-07-14,1
11077,1786,2011-11-17,0
11077,1364,2011-12-20,1
11077,1713,2012-01-28,1
11077,1320,2012-02-26,1
11077,1484,2012-04-05,1
11077,1334,2012-04-16,0
11077,1743,2012-04-26,1
11077,1531,2012-05-15,1
11077,1540,2012-05-25,1
11108,876,2014-08-12,1
11108,563,2014-09-17,0
11108,690,2014-10-29,0
11108,500,2014-11-30,0
11108,784,2015-01-12,1
11108,524,2015-02-07,1
11108,798,2015-03-20,0
11446,138,2000-03-11,0
11446,179,2000-04-22,0
11446,190,2000-06-03,0
11446,186,2000-07-09,1
11446,162,2000-08-26,0
11446,205,2000-10-13,0
10843,1670,2006-06-20,0
10843,1603,2006-07-29,1
10843,2137,2006-08-11,0
10843,1878,2006-09-07,1
10843,2248,2006-10-01,1
10843,1767,2006-11-03,0
11658,855,2011-12-08,0
11658,724,2012-01-02,1
11658,778,2012-02-06,1
11658,598,2012-03-25,0
11658,706,2012-04-23,0
11658,687,2012-05-24,1
11500,2346,2010-05-29,0
11500,2207,2010-06-13,1
11500,2167,2010-07-24,1
11500,2122,2010-08-04,0
11500,1762,2010-08-19,0
11500,1924,2010-09-04,1
10658,154,2008-06-15,0
10658,103,2008-07-07,0
10658,121,2008-07-27,0
10658,118,2008-08-21,1
10658,114,2008-09-19,1
10658,146,2008-10-01,1
10658,133,2008-11-08,0
10658,121,2008-11-23,0
10658,144,2008-12-03,1
11159,109,2007-08-02,1
11159,78,2007-09-13,1
11159,113,2007-10-24,0
11159,117,2007-11-26,1
11159,102,2008-01-04,1
11159,106,2008-02-17,0
11159,104,2008-02-27,0
11159,117,2008-03-17,0
10315,1279,2009-11-22,0
10315,1683,2010-01-07,0
10315,1507,2010-01-29,0
10315,1464,2010-03-03,1
10315,1724,2010-03-24,1
10315,1220,2010-04-08,0
10315,1197,2010-04-21,0
11857,991,2014-05-25,0
11857,1126,2014-06-28,1
11857,657,2014-08-11,0
11857,924,2014-08-24,1
11857,1109,2014-09-27,1
11857,1065,2014-11-15,0
10834,601,2013-07-01,0
10834,826,2013-07-18,0
10834,832,2013-08-28,0
10834,569,2013-09-29,1
10834,730,2013-10-16,1
10834,634,2013-11-29,0
10312,1621,2011-04-17,0
10312,1770,2011-05-14,0
10312,1701,2011-06-03,1
10312,1039,2011-06-25,1
10312,1815,2011-07-27,1
10312,1784,2011-08-27,0
10312,1878,2011-09-25,0
10312,1386,2011-10-21,0
10640,1239,2012-11-08,1
10640,1095,2012-12-18,0
10640,1296,2013-01-29,1
10640,794,2013-02-27,1
10640,1373,2013-03-29,0
10640,1305,2013-04-12,1
10640,1346,2013-04-24,0
10640,816,2013-06-07,1
10640,1282,2013-06-27,1
10269,186,2010-11-25,1
10269,200,2011-01-10,1
10269,209,2011-02-06,0
10269,163,2011-02-19,0
10269,266,2011-03-13,0
10269,205,2011-04-07,0
10965,2108,2012-05-22,1
10965,1692,2012-06-14,1
10965,1769,2012-07-14,0
10965,2393,2012-07-30,0
10965,2074,2012-08-14,0
10965,2343,2012-09-30,1
10965,1572,2012-11-07,0
10238,1569,2007-12-26,1
10238,1866,2008-02-12,1
10238,1990,2008-03-02,0
10238,2172,2008-04-03,0
10238,1667,2008-04-20,0
10238,1343,2008-05-04,1
10238,2105,2008-05-16,1
11835,976,2009-01-03,1
11835,1128,2009-01-15,1
11835,958,2009-02-02,1
11835,1068,2009-02-18,1
11835,854,2009-03-12,0
11835,1075,2009-04-30,0
11835,1176,2009-06-18,0
11835,817,2009-07-21,1
11835,803,2009-08-18,1
10732,1424,2003-06-23,1
10732,1594,2003-07-19,0
10732,1055,2003-07-31,0
10732,1424,2003-09-05,0
10732,920,2003-09-18,1
10732,1356,2003-10-23,0
10732,1282,2003-12-07,0
10732,1254,2003-12-27,0
11862,1165,2000-08-21,1
11862,785,2000-09-16,1
11862,670,2000-10-09,0
11862,764,2000-10-23,0
11862,1290,2000-12-07,1
11862,1224,2000-12-29,0
11862,666,2001-01-16,0
11862,1293,2001-02-11,1
11862,928,2001-03-26,0
10130,2525,2014-05-03,1
10130,2106,2014-06-15,0
10130,2656,2014-07-11,1
10130,1493,2014-08-02,1
10130,1861,2014-08-15,0
10130,1505,2014-09-19,1
10130,2400,2014-10-14,0
10130,2231,2014-11-13,0
10394,2240,2002-05-29,1
10394,1365,2002-07-13,1
10394,1322,2002-08-14,0
10394,1409,2002-09-24,1
10394,2131,2002-10-16,1
10394,1895,2002-10-27,1
10208,1191,2007-04-27,0
10208,994,2007-05-13,1
10208,782,2007-05-28,0
10208,1162,2007-07-10,0
10208,1057,2007-07-24,1
10980,1527,2012-08-26,1
10980,2129,2012-09-14,1
10980,2266,2012-09-26,1
10980,1912,2012-11-13,1
10980,1822,2012-12-04,0
10980,2339,2012-12-26,0
10980,1957,2013-02-03,0
10980,1296,2013-02-22,0
10980,2130,2013-03-14,0
11298,2368,2007-02-26,0
11298,1992,2007-03-31,0
11298,2693,2007-05-01,1
11298,2733,2007-06-08,1
11298,2193,2007-06-20,0
11373,1575,2004-11-03,0
11373,1619,2004-12-17,0
11373,1271,2004-12-27,0
11373,1473,2005-01-06,0
11373,1687,2005-02-24,1
11373,1371,2005-03-23,0
11373,1381,2005-04-11,0
11373,1686,2005-05-24,1
11111,141,2004-03-22,0
11111,173,2004-04-24,1
11111,195,2004-06-01,1
11111,113,2004-06-19,0
11111,107,2004-07-29,1
11111,105,2004-08-23,1
11111,157,2004-09-26,0
11111,175,2004-10-29,0
10532,1774,2013-11-06,1
10532,2622,2013-11-30,0
10532,1894,2013-12-13,1
10532,2115,2013-12-27,1
10532,1838,2014-01-10,1
11270,1405,2003-05-22,0
11270,2585,2003-06-07,0
11270,2148,2003-06-24,1
11270,1775,2003-07-05,0
11270,2046,2003-07-30,1
11270,2338,2003-08-20,0
11270,2604,2003-09-01,1
11270,1829,2003-10-17,0
10929,900,2002-04-29,1
10929,1322,2002-05-29,1
10929,966,2002-06-22,1
10929,1706,2002-08-04,0
10929,1629,2002-08-23,0
10929,893,2002-09-28,1
10929,1247,2002-10-13,0
10929,1324,2002-11-11,0
10120,1698,2000-08-05,0
10120,1287,2000-08-24,0
10120,2116,2000-09-21,0
10120,1102,2000-10-15,0
10120,1960,2000-12-02,0
10120,1808,2001-01-11,0
10120,1107,2001-02-12,0
10120,1930,2001-03-06,0
11284,1245,2013-08-06,1
11284,1086,2013-09-07,1
11284,2164,2013-09-27,1
11284,1410,2013-11-14,1
11284,1383,2013-12-07,0
11284,1394,2014-01-09,1
11284,1798,2014-02-17,1
11284,1593,2014-03-21,0
11310,958,2006-02-27,0
11310,1409,2006-04-14,0
11310,747,2006-04-30,0
11310,854,2006-06-07,1
11310,885,2006-07-01,0
11310,900,2006-07-29,1
11310,966,2006-08-15,1
10126,1900,2003-03-07,1
10126,1201,2003-03-26,0
10126,1914,2003-05-07,1
10126,1329,2003-05-23,0
10126,1630,2003-06-15,1
10126,1666,2003-07-01,1
10126,1698,2003-08-14,1
10126,1111,2003-08-29,0
11317,1640,2012-08-19,0
11317,1543,2012-10-03,0
11317,1793,2012-11-11,1
11317,1178,2012-11-22,1
11317,1668,2012-12-17,0
11317,1522,2013-01-17,0
11317,1642,2013-02-05,1
11317,1792,2013-03-01,1
11396,708,2012-10-11,0
11396,781,2012-10-21,0
11396,794,2012-11-06,0
11396,682,2012-11-16,1
11396,1136,2012-12-14,0
11396,702,2012-12-29,0
11396,1190,2013-01-10,0
11396,1051,2013-02-23,0
11396,1197,2013-04-08,1
11496,167,2004-12-24,0
11496,178,2005-02-01,1
11496,244,2005-02-18,0
11496,203,2005-03-09,0
11496,181,2005-04-21,1
11496,174,2005-05-26,0
11496,214,2005-07-06,0
11496,224,2005-07-17,0
11496,148,2005-08-19,0
11893,396,2010-11-16,1
11893,612,2010-12-29,0
11893,590,2011-02-01,0
11893,476,2011-03-20,1
11893,447,2011-04-08,1
11893,563,2011-05-13,1
11893,356,2011-05-30,1
11893,438,2011-06-10,1
11893,520,2011-07-22,1
10459,435,2011-04-07,0
10459,638,2011-05-24,0
10459,749,2011-07-09,0
10459,449,2011-08-20,0
10459,437,2011-10-02,1
10459,755,2011-11-18,0
10459,456,2011-12-04,0
10459,697,2011-12-14,1
10459,746,2012-01-03,1
11925,156,2011-06-27,1
11925,131,2011-08-05,0
11925,97,2011-09-22,0
11925,116,2011-10-12,1
11925,123,2011-11-09,0
11925,114,2011-11-30,1
11925,125,2011-12-11,1
11925,133,2012-01-04,1
11925,175,2012-01-31,1
10020,995,2006-12-11,1
10020,1212,2006-12-23,0
10020,1347,2007-01-25,1
10020,1055,2007-02-16,0
10020,848,2007-04-02,0
11984,1204,2007-10-18,0
11984,1662,2007-10-30,0
11984,1988,2007-12-06,1
11984,1906,2007-12-16,1
11984,1447,2008-01-28,0
11984,1190,2008-02-16,1
11984,1931,2008-03-20,0
11984,1304,2008-04-19,0
10862,652,2014-02-25,1
10862,884,2014-03-12,1
10862,944,2014-04-19,0
10862,812,2014-05-17,1
10862,878,2014-07-03,1
10862,960,2014-07-26,1
10862,753,2014-08-15,1
11914,1471,2012-11-14,1
11914,1372,2012-12-12,0
11914,1024,2012-12-24,1
11914,1665,2013-01-22,1
11914,1266,2013-03-02,0
11914,1671,2013-04-11,1
11914,1552,2013-05-28,1
10606,225,2013-08-27,1
10606,229,2013-09-25,0
10606,286,2013-10-28,1
10606,161,2013-11-13,1
10606,228,2013-11-29,0
10606,205,2013-12-23,1
10606,296,2014-02-04,1
10606,190,2014-03-14,0
10649,1499,2002-04-07,0
10649,1185,2002-04-24,1
10649,2200,2002-05-05,0
10649,1638,2002-05-22,0
10649,2127,2002-06-16,0
10649,1408,2002-06-29,0
10649,2151,2002-07-28,0
10649,1237,2002-08-28,1
11642,1929,2009-02-05,1
11642,2043,2009-03-24,0
11642,1359,2009-05-04,1
11642,1415,2009-06-09,0
11642,1540,2009-07-17,0
11357,1189,2011-07-01,1
11357,1097,2011-07-13,0
11357,2019,2011-08-15,0
11357,1497,2011-09-13,0
11357,1860,2011-10-03,0
11794,254,2000-10-05,0
11794,383,2000-11-02,0
11794,297,2000-11-20,1
11794,373,2000-12-13,0
11794,225,2000-12-28,0
11794,216,2001-01-25,1
11758,234,2009-05-13,0
11758,259,2009-05-23,1
11758,278,2009-06-17,0
11758,314,2009-07-25,0
11758,321,2009-08-04,1
11758,273,2009-09-01,0
11758,210,2009-10-11,1
11758,300,2009-10-23,1
10698,2601,2000-08-28,0
10698,2292,2000-10-14,0
10698,2643,2000-10-28,0
10698,1509,2000-11-07,0
10698,1738,2000-12-12,0
10698,1857,2001-01-29,0
10698,2177,2001-03-17,1
10698,2584,2001-04-08,1
11223,589,2012-09-03,1
11223,521,2012-09-30,0
11223,756,2012-10-18,1
11223,484,2012-11-22,1
11223,441,2013-01-06,0
11223,795,2013-01-16,0
10431,669,2013-04-30,0
10431,545,2013-05-18,0
10431,701,2013-05-28,1
10431,749,2013-07-12,0
10431,869,2013-08-17,1
10431,782,2013-09-13,0
10009,1417,2011-12-15,0
10009,1242,2011-12-28,0
10009,1579,2012-02-15,0
10009,1488,2012-03-09,0
10009,1590,2012-04-04,1
10009,1545,2012-05-14,0
10009,1200,2012-06-24,0
10761,614,2011-06-22,1
10761,618,2011-07-05,1
10761,448,2011-08-22,0
10761,346,2011-09-05,1
10761,473,2011-10-04,1
10761,518,2011-10-18,0
10761,376,2011-11-20,1
10761,629,2012-01-01,1
10568,142,2005-11-03,1
10568,123,2005-11-27,0
10568,96,2005-12-13,1
10568,96,2006-01-21,0
10568,174,2006-02-03,1
10568,114,2006-02-23,0
10568,119,2006-03-13,1
10568,132,2006-04-28,0
11268,905,2003-04-07,0
11268,909,2003-04-20,0
11268,1338,2003-05-09,0
11268,793,2003-05-28,0
11268,933,2003-06-07,1
11268,1145,2003-07-15,0
11428,501,2000-06-11,0
